, 距离（米） ,showName,建成年代,楼栋数, 总户数 , 成交均价（元） , 在售均价（元） ,在售套数,纬度,经度,详情页链接,地图链接,rentTotal,1室房租均价
5011000017710," 5,618 ",西班牙名园,2004.0,76.0," 1,790 "," 59,668 "," 69,787 ",20.0,31.135239,121.410718,http://m.sh.lianjia.com/xiaoqu/5011000017710.html,"http://m.sh.lianjia.com/map/pos?pos=121.410718,31.135239",24.0,
5011000017756," 1,543 ",大上海国际花园（一区）,2002.0,9.0, 76 ," 56,740 "," 56,897 ",1.0,31.164358,121.383975,http://m.sh.lianjia.com/xiaoqu/5011000017756.html,"http://m.sh.lianjia.com/map/pos?pos=121.383975,31.164358",3.0,
5011000017761," 3,266 ",金鹿公寓,1993.0,11.0, 135 ," 69,275 "," 69,549 ",3.0,31.19955535,121.4003494,http://m.sh.lianjia.com/xiaoqu/5011000017761.html,"http://m.sh.lianjia.com/map/pos?pos=121.4003494,31.19955535",1.0,
5011000017768," 1,746 ",航华一村,2005.0,277.0," 4,075 "," 48,914 "," 48,087 ",48.0,31.18250242,121.3624675,http://m.sh.lianjia.com/xiaoqu/5011000017768.html,"http://m.sh.lianjia.com/map/pos?pos=121.3624675,31.18250242",25.0,
5011000017800, 752 ,金汇丽舍,2002.0,33.0, 676 ," 61,580 "," 70,387 ",8.0,31.184439,121.381729,http://m.sh.lianjia.com/xiaoqu/5011000017800.html,"http://m.sh.lianjia.com/map/pos?pos=121.381729,31.184439",19.0,
5011000017808," 4,575 ",古北嘉年华庭,2005.0,17.0, 706 ," 89,837 "," 93,890 ",17.0,31.199624,121.414621,http://m.sh.lianjia.com/xiaoqu/5011000017808.html,"http://m.sh.lianjia.com/map/pos?pos=121.414621,31.199624",49.0,
5011000017815," 2,002 ",豪嘉府邸,1995.0,17.0, 17 , -   ," 117,555 ",3.0,31.186881,121.394274,http://m.sh.lianjia.com/xiaoqu/5011000017815.html,"http://m.sh.lianjia.com/map/pos?pos=121.394274,31.186881",1.0,
5011000017821," 6,208 ",嘉富丽花园,2003.0,181.0, 222 ," 26,673 "," 43,689 ",5.0,31.132644,121.33956,http://m.sh.lianjia.com/xiaoqu/5011000017821.html,"http://m.sh.lianjia.com/map/pos?pos=121.33956,31.132644",,
5011000017841," 3,977 ",威宁小区,2009.0,64.0," 1,288 "," 69,479 "," 68,046 ",6.0,31.21456772,121.3925668,http://m.sh.lianjia.com/xiaoqu/5011000017841.html,"http://m.sh.lianjia.com/map/pos?pos=121.3925668,31.21456772",20.0,
5011000017842," 4,375 ",天山星城,2012.0,41.0," 2,011 "," 65,266 "," 92,920 ",5.0,31.219228,121.391768,http://m.sh.lianjia.com/xiaoqu/5011000017842.html,"http://m.sh.lianjia.com/map/pos?pos=121.391768,31.219228",40.0,
5011000017861," 5,405 ",欣绿小区,1985.0,10.0, 236 ," 56,459 "," 91,863 ",1.0,31.2007672,121.4225215,http://m.sh.lianjia.com/xiaoqu/5011000017861.html,"http://m.sh.lianjia.com/map/pos?pos=121.4225215,31.2007672",3.0,
5011000017885," 4,570 ",剑河小区,1997.0,3.0, 336 ," 61,183 "," 58,016 ",3.0,31.22383425,121.3750679,http://m.sh.lianjia.com/xiaoqu/5011000017885.html,"http://m.sh.lianjia.com/map/pos?pos=121.3750679,31.22383425",1.0,
5011000017886," 4,216 ",紫竹小区,1996.0,66.0," 1,308 "," 63,191 "," 67,269 ",11.0,31.22033,121.375691,http://m.sh.lianjia.com/xiaoqu/5011000017886.html,"http://m.sh.lianjia.com/map/pos?pos=121.375691,31.22033",7.0,
5011000017887, 890 ,金汇花园四街坊,1998.0,41.0, 534 ," 53,200 "," 59,118 ",13.0,31.185969,121.381872,http://m.sh.lianjia.com/xiaoqu/5011000017887.html,"http://m.sh.lianjia.com/map/pos?pos=121.381872,31.185969",19.0,
5011000017931," 4,936 ",百合花苑,1995.0,3.0, 429 ," 60,866 "," 62,841 ",8.0,31.15748,121.418569,http://m.sh.lianjia.com/xiaoqu/5011000017931.html,"http://m.sh.lianjia.com/map/pos?pos=121.418569,31.15748",4.0,
5011000017936," 3,752 ",虹古大楼,1994.0,3.0, 573 ," 47,734 "," 61,654 ",6.0,31.210685,121.394995,http://m.sh.lianjia.com/xiaoqu/5011000017936.html,"http://m.sh.lianjia.com/map/pos?pos=121.394995,31.210685",13.0,
5011000017941," 3,377 ",罗马花园,1994.0,4.0, 276 ," 56,546 "," 59,967 ",3.0,31.199159,121.401961,http://m.sh.lianjia.com/xiaoqu/5011000017941.html,"http://m.sh.lianjia.com/map/pos?pos=121.401961,31.199159",3.0,
5011000017974," 3,425 ",巴黎花园,1997.0,12.0, 360 ," 62,186 "," 70,029 ",10.0,31.200739,121.401338,http://m.sh.lianjia.com/xiaoqu/5011000017974.html,"http://m.sh.lianjia.com/map/pos?pos=121.401338,31.200739",12.0,
5011000017982," 4,599 ",天山新苑,1999.0,51.0, 670 ," 61,726 "," 77,351 ",11.0,31.222777,121.388304,http://m.sh.lianjia.com/xiaoqu/5011000017982.html,"http://m.sh.lianjia.com/map/pos?pos=121.388304,31.222777",6.0,
5011000017988," 3,594 ",保利名苑（公寓）,2004.0,58.0, 260 ," 37,217 "," 60,373 ",4.0,31.149455,121.358297,http://m.sh.lianjia.com/xiaoqu/5011000017988.html,"http://m.sh.lianjia.com/map/pos?pos=121.358297,31.149455",2.0,
5011000017990," 3,768 ",茂盛花苑,1998.0,98.0," 1,176 "," 44,867 "," 50,083 ",18.0,31.17584738,121.3436727,http://m.sh.lianjia.com/xiaoqu/5011000017990.html,"http://m.sh.lianjia.com/map/pos?pos=121.3436727,31.17584738",8.0,
5011000017992," 5,264 ",虹储小区,1992.0,62.0," 1,048 "," 71,388 "," 73,521 ",11.0,31.20575209,121.4186521,http://m.sh.lianjia.com/xiaoqu/5011000017992.html,"http://m.sh.lianjia.com/map/pos?pos=121.4186521,31.20575209",5.0,
5011000017999," 5,698 ",春天花园,2005.0,77.0," 1,129 "," 78,104 "," 87,244 ",14.0,31.223009,121.409898,http://m.sh.lianjia.com/xiaoqu/5011000017999.html,"http://m.sh.lianjia.com/map/pos?pos=121.409898,31.223009",20.0,
5011000018028," 4,517 ",茅台新苑,1993.0,10.0," 1,502 "," 61,009 "," 63,269 ",12.0,31.215701,121.4008,http://m.sh.lianjia.com/xiaoqu/5011000018028.html,"http://m.sh.lianjia.com/map/pos?pos=121.4008,31.215701",8.0,
5011000018038," 5,135 ",翠庭,2001.0,10.0, 281 ," 70,776 "," 86,408 ",10.0,31.213313,121.411949,http://m.sh.lianjia.com/xiaoqu/5011000018038.html,"http://m.sh.lianjia.com/map/pos?pos=121.411949,31.213313",4.0,
5011000018047," 1,745 ",西郊家园（长宁）,1998.0,3.0, 270 ," 39,901 "," 55,417 ",5.0,31.195688,121.377468,http://m.sh.lianjia.com/xiaoqu/5011000018047.html,"http://m.sh.lianjia.com/map/pos?pos=121.377468,31.195688",,
5011000018052," 5,824 ",罗阳七村,2004.0,220.0," 2,947 "," 52,024 "," 54,017 ",52.0,31.129653,121.407041,http://m.sh.lianjia.com/xiaoqu/5011000018052.html,"http://m.sh.lianjia.com/map/pos?pos=121.407041,31.129653",25.0,
5011000018057," 3,083 ",明申花园（公寓）,2004.0,75.0, 751 ," 58,844 "," 51,231 ",7.0,31.186602,121.404829,http://m.sh.lianjia.com/xiaoqu/5011000018057.html,"http://m.sh.lianjia.com/map/pos?pos=121.404829,31.186602",4.0,
5011000018067," 3,150 ",名都城（公寓）,1999.0,29.0," 1,512 "," 54,835 "," 69,371 ",39.0,31.19661,121.401119,http://m.sh.lianjia.com/xiaoqu/5011000018067.html,"http://m.sh.lianjia.com/map/pos?pos=121.401119,31.19661",46.0,
5011000018069," 3,562 ",上城Uptown,2003.0,14.0, 582 ," 77,867 "," 83,282 ",29.0,31.198606,121.404425,http://m.sh.lianjia.com/xiaoqu/5011000018069.html,"http://m.sh.lianjia.com/map/pos?pos=121.404425,31.198606",16.0,
5011000018073," 2,840 ",西郊宝成花苑,2003.0,154.0, 511 ," 50,873 "," 68,272 ",11.0,31.20449434,121.3680095,http://m.sh.lianjia.com/xiaoqu/5011000018073.html,"http://m.sh.lianjia.com/map/pos?pos=121.3680095,31.20449434",3.0,
5011000018075," 3,351 ",四季晶园,2003.0,10.0, 288 ," 84,402 "," 89,324 ",4.0,31.198464,121.402151,http://m.sh.lianjia.com/xiaoqu/5011000018075.html,"http://m.sh.lianjia.com/map/pos?pos=121.402151,31.198464",10.0,
5011000018086," 6,185 ",友联大楼,1991.0,2.0, 355 ," 66,167 "," 75,606 ",5.0,31.218509,121.42054,http://m.sh.lianjia.com/xiaoqu/5011000018086.html,"http://m.sh.lianjia.com/map/pos?pos=121.42054,31.218509",3.0,
5011000018087," 3,694 ",黄金豪园,2004.0,5.0, 142 ," 52,350 "," 65,981 ",5.0,31.201162,121.404194,http://m.sh.lianjia.com/xiaoqu/5011000018087.html,"http://m.sh.lianjia.com/map/pos?pos=121.404194,31.201162",4.0,
5011000018094," 6,183 ",碧云公寓,1999.0,1.0, 106 ," 41,283 "," 87,287 ",1.0,31.220732,121.418684,http://m.sh.lianjia.com/xiaoqu/5011000018094.html,"http://m.sh.lianjia.com/map/pos?pos=121.418684,31.220732",1.0,
5011000018095," 6,285 ",中山公寓,2002.0,20.0, 916 ," 78,042 "," 83,610 ",13.0,31.222299,121.418604,http://m.sh.lianjia.com/xiaoqu/5011000018095.html,"http://m.sh.lianjia.com/map/pos?pos=121.418604,31.222299",21.0,
5011000018190, 883 ,金汇名人苑三街坊,1996.0,21.0, 272 ," 30,170 "," 52,120 ",10.0,31.186956,121.379128,http://m.sh.lianjia.com/xiaoqu/5011000018190.html,"http://m.sh.lianjia.com/map/pos?pos=121.379128,31.186956",1.0,
5011000018200," 6,297 ",武夷花园,2002.0,13.0, 489 ," 81,533 "," 83,300 ",7.0,31.21823,121.422083,http://m.sh.lianjia.com/xiaoqu/5011000018200.html,"http://m.sh.lianjia.com/map/pos?pos=121.422083,31.21823",3.0,
5011000018208," 3,718 ",威宁大楼,1995.0,3.0, 573 ," 57,101 "," 62,322 ",7.0,31.212585,121.390806,http://m.sh.lianjia.com/xiaoqu/5011000018208.html,"http://m.sh.lianjia.com/map/pos?pos=121.390806,31.212585",6.0,
5011000018222," 6,621 ",圣约翰名邸,2003.0,8.0, 806 ," 87,076 "," 90,683 ",11.0,31.225093,121.420391,http://m.sh.lianjia.com/xiaoqu/5011000018222.html,"http://m.sh.lianjia.com/map/pos?pos=121.420391,31.225093",15.0,
5011000018240," 3,688 ",白雪公主,2004.0,56.0," 1,042 "," 56,492 "," 60,759 ",21.0,31.144848,121.363617,http://m.sh.lianjia.com/xiaoqu/5011000018240.html,"http://m.sh.lianjia.com/map/pos?pos=121.363617,31.144848",16.0,
5011000018241," 2,213 ",龙柏花苑（公寓）,2003.0,7.0, 292 ," 40,293 "," 67,412 ",20.0,31.195948,121.365793,http://m.sh.lianjia.com/xiaoqu/5011000018241.html,"http://m.sh.lianjia.com/map/pos?pos=121.365793,31.195948",7.0,
5011000018256," 4,580 ",长宁馥邦苑,2008.0,21.0, 579 ," 64,518 "," 69,221 ",11.0,31.224005,121.379441,http://m.sh.lianjia.com/xiaoqu/5011000018256.html,"http://m.sh.lianjia.com/map/pos?pos=121.379441,31.224005",8.0,
5011000018279," 4,564 ",泰荣苑,2002.0,2.0, 211 ," 65,237 "," 72,177 ",7.0,31.217955,121.398306,http://m.sh.lianjia.com/xiaoqu/5011000018279.html,"http://m.sh.lianjia.com/map/pos?pos=121.398306,31.217955",4.0,
5011000018289," 4,868 ",虹桥华庭,2004.0,6.0, 445 ," 88,578 "," 86,186 ",7.0,31.213817,121.408065,http://m.sh.lianjia.com/xiaoqu/5011000018289.html,"http://m.sh.lianjia.com/map/pos?pos=121.408065,31.213817",9.0,
5011000018313," 3,137 ",万科城市花园,1998.0,304.0," 4,097 "," 52,546 "," 51,835 ",84.0,31.16664947,121.3513579,http://m.sh.lianjia.com/xiaoqu/5011000018313.html,"http://m.sh.lianjia.com/map/pos?pos=121.3513579,31.16664947",58.0,
5011000018316," 1,087 ",龙柏公寓,1996.0,36.0, 417 ," 34,998 "," 50,995 ",5.0,31.187732,121.373029,http://m.sh.lianjia.com/xiaoqu/5011000018316.html,"http://m.sh.lianjia.com/map/pos?pos=121.373029,31.187732",8.0,
5011000018357," 5,596 ",虹桥中山广场,1998.0,3.0, 606 ," 63,508 "," 66,812 ",10.0,31.203516,121.423243,http://m.sh.lianjia.com/xiaoqu/5011000018357.html,"http://m.sh.lianjia.com/map/pos?pos=121.423243,31.203516",6.0,
5011000018371," 5,770 ",虹桥河滨花园,2004.0,9.0, 514 ," 82,911 "," 80,759 ",8.0,31.225357,121.408136,http://m.sh.lianjia.com/xiaoqu/5011000018371.html,"http://m.sh.lianjia.com/map/pos?pos=121.408136,31.225357",12.0,
5011000018430," 4,596 ",钦江路47弄,1996.0,2.0, 84 , -   ," 59,922 ",1.0,31.18286635,121.4194263,http://m.sh.lianjia.com/xiaoqu/5011000018430.html,"http://m.sh.lianjia.com/map/pos?pos=121.4194263,31.18286635",1.0,
5011000018460," 4,215 ",水仙苑,1993.0,2.0, 384 ," 50,000 "," 64,418 ",4.0,31.213213,121.399239,http://m.sh.lianjia.com/xiaoqu/5011000018460.html,"http://m.sh.lianjia.com/map/pos?pos=121.399239,31.213213",1.0,
5011000018608," 2,118 ",环镇西路6弄,2000.0,11.0, 168 , -   ," 59,864 ",2.0,31.18274089,121.3966727,http://m.sh.lianjia.com/xiaoqu/5011000018608.html,"http://m.sh.lianjia.com/map/pos?pos=121.3966727,31.18274089",,
5011000018626," 6,577 ",悦景苑,2002.0,33.0, 33 , -   ," 55,396 ",1.0,31.13064715,121.3365962,http://m.sh.lianjia.com/xiaoqu/5011000018626.html,"http://m.sh.lianjia.com/map/pos?pos=121.3365962,31.13064715",,
5011000018636," 2,606 ",虹梅路2998弄,1993.0,3.0, 40 ," 28,328 "," 51,652 ",1.0,31.18769975,121.3999315,http://m.sh.lianjia.com/xiaoqu/5011000018636.html,"http://m.sh.lianjia.com/map/pos?pos=121.3999315,31.18769975",1.0,
5011000018637," 2,504 ",沪江新苑,2000.0,38.0, 438 ," 46,107 "," 53,813 ",2.0,31.1821961,121.3553763,http://m.sh.lianjia.com/xiaoqu/5011000018637.html,"http://m.sh.lianjia.com/map/pos?pos=121.3553763,31.1821961",4.0,
5011000018657," 5,624 ",益文苑,2002.0,5.0, 42 , -   ," 58,317 ",2.0,31.14346378,121.4180311,http://m.sh.lianjia.com/xiaoqu/5011000018657.html,"http://m.sh.lianjia.com/map/pos?pos=121.4180311,31.14346378",,
5011000018708," 1,200 ",龙柏四村三小区,1996.0,79.0, 996 ," 56,971 "," 57,080 ",5.0,31.18294,121.367813,http://m.sh.lianjia.com/xiaoqu/5011000018708.html,"http://m.sh.lianjia.com/map/pos?pos=121.367813,31.18294",1.0,
5011000018791," 4,403 ",桂梅别墅（公寓）,1997.0,4.0, 48 , -   ," 68,442 ",3.0,31.16238546,121.4152016,http://m.sh.lianjia.com/xiaoqu/5011000018791.html,"http://m.sh.lianjia.com/map/pos?pos=121.4152016,31.16238546",1.0,
5011000019227," 2,644 ",虹梅路2800弄,1991.0,7.0, 154 ," 35,562 "," 61,172 ",4.0,31.18311679,121.4014784,http://m.sh.lianjia.com/xiaoqu/5011000019227.html,"http://m.sh.lianjia.com/map/pos?pos=121.4014784,31.18311679",1.0,
5011000019735," 2,953 ",青年路396号,1988.0,1.0, 23 , -   ," 98,838 ",1.0,31.15939932,121.3571879,http://m.sh.lianjia.com/xiaoqu/5011000019735.html,"http://m.sh.lianjia.com/map/pos?pos=121.3571879,31.15939932",1.0,
5011000019997," 5,870 ",三盛颐景园（别墅）,2003.0,56.0, 56 , -   ," 56,741 ",1.0,31.12922142,121.3484971,http://m.sh.lianjia.com/xiaoqu/5011000019997.html,"http://m.sh.lianjia.com/map/pos?pos=121.3484971,31.12922142",2.0,
5011000020009," 2,613 ",青年路190号,1993.0,1.0, 10 ," 45,589 "," 74,215 ",1.0,31.16047185,121.3604458,http://m.sh.lianjia.com/xiaoqu/5011000020009.html,"http://m.sh.lianjia.com/map/pos?pos=121.3604458,31.16047185",1.0,
5011000020023, 844 ,青杉路200弄,2006.0,1.0, 67 ," 27,712 "," 42,305 ",1.0,31.18225758,121.3711123,http://m.sh.lianjia.com/xiaoqu/5011000020023.html,"http://m.sh.lianjia.com/map/pos?pos=121.3711123,31.18225758",,
5011000020087," 1,316 ",西郊公寓龙柏一村北区,1999.0,11.0, 183 ," 54,925 "," 60,224 ",2.0,31.1908144,121.3743314,http://m.sh.lianjia.com/xiaoqu/5011000020087.html,"http://m.sh.lianjia.com/map/pos?pos=121.3743314,31.1908144",1.0,
5011000020166," 2,805 ",剑河路896弄,1998.0,8.0, 45 ," 28,816 "," 75,621 ",1.0,31.20624261,121.3763709,http://m.sh.lianjia.com/xiaoqu/5011000020166.html,"http://m.sh.lianjia.com/map/pos?pos=121.3763709,31.20624261",1.0,
5011063202341," 5,930 ",玉屏南路39号,1982.0,1.0, 24 , -   ," 65,568 ",1.0,31.21843175,121.4174969,http://m.sh.lianjia.com/xiaoqu/5011063202341.html,"http://m.sh.lianjia.com/map/pos?pos=121.417496867,31.2184317496",,
5011063203408," 2,508 ",小桥里,2008.0,9.0, 187 ," 40,137 "," 57,287 ",2.0,31.17643079,121.355114,http://m.sh.lianjia.com/xiaoqu/5011063203408.html,"http://m.sh.lianjia.com/map/pos?pos=121.35511398,31.1764307868",1.0,
5011063900773," 5,930 ",玉屏南路37号,1982.0,1.0, 30 ," 67,122 "," 67,136 ",2.0,31.218428,121.417497,http://m.sh.lianjia.com/xiaoqu/5011063900773.html,"http://m.sh.lianjia.com/map/pos?pos=121.417497,31.218428",1.0,
5011102206943," 5,464 ",东苑绿世界花园（三期）,2007.0,24.0, 364 ," 57,969 "," 77,061 ",4.0,31.12836009,121.398136,http://m.sh.lianjia.com/xiaoqu/5011102206943.html,"http://m.sh.lianjia.com/map/pos?pos=121.398136,31.12836009",3.0,
5011102206995," 5,189 ",东苑绿世界花园（二期）,2000.0,24.0, 335 ," 69,845 "," 62,708 ",4.0,31.13211877,121.3994756,http://m.sh.lianjia.com/xiaoqu/5011102206995.html,"http://m.sh.lianjia.com/map/pos?pos=121.3994756,31.13211877",1.0,
5011102207003," 4,604 ",天山五村（新）,1989.0,39.0, 620 ," 10,666 "," 83,690 ",7.0,31.215364,121.402619,http://m.sh.lianjia.com/xiaoqu/5011102207003.html,"http://m.sh.lianjia.com/map/pos?pos=121.402619,31.215364",,
5011102207211," 3,761 ",碧林湾南苑（华友路150弄）,2004.0,9.0, 140 ," 65,604 "," 52,912 ",1.0,31.14341547,121.3649422,http://m.sh.lianjia.com/xiaoqu/5011102207211.html,"http://m.sh.lianjia.com/map/pos?pos=121.3649422,31.14341547",2.0,
5011102207236," 3,354 ",莲浦府邸（公寓）,2005.0,66.0," 1,034 "," 63,416 "," 69,900 ",13.0,31.14501541,121.3737137,http://m.sh.lianjia.com/xiaoqu/5011102207236.html,"http://m.sh.lianjia.com/map/pos?pos=121.3737137,31.14501541",19.0,
5011102207256," 3,822 ",摩登堂,2012.0,14.0, 666 ," 64,782 "," 67,304 ",5.0,31.145104,121.3605403,http://m.sh.lianjia.com/xiaoqu/5011102207256.html,"http://m.sh.lianjia.com/map/pos?pos=121.3605403,31.145104",8.0,
5011102207315," 3,127 ",东方花园（三期）,2008.0,35.0, 949 ," 72,413 "," 68,946 ",10.0,31.14767802,121.3718551,http://m.sh.lianjia.com/xiaoqu/5011102207315.html,"http://m.sh.lianjia.com/map/pos?pos=121.3718551,31.14767802",22.0,
5011102207390," 2,798 ",东方花园（二期）,2005.0,79.0, 848 ," 74,446 "," 72,727 ",11.0,31.15113389,121.3715677,http://m.sh.lianjia.com/xiaoqu/5011102207390.html,"http://m.sh.lianjia.com/map/pos?pos=121.3715677,31.15113389",14.0,
5011102207515," 1,006 ",紫薇苑,2015.0,7.0, 92 , -   ," 78,813 ",3.0,31.18606,121.383613,http://m.sh.lianjia.com/xiaoqu/5011102207515.html,"http://m.sh.lianjia.com/map/pos?pos=121.383613,31.18606",,
5011102207814," 5,741 ",玉屏南路207号,1969.0,1.0, 48 , -   ," 62,715 ",1.0,31.21873133,121.4148601,http://m.sh.lianjia.com/xiaoqu/5011102207814.html,"http://m.sh.lianjia.com/map/pos?pos=121.4148601,31.21873133",,
5011102207835," 4,106 ",泉口路128弄,1996.0,8.0, 90 , -   ," 71,101 ",1.0,31.21917841,121.3749614,http://m.sh.lianjia.com/xiaoqu/5011102207835.html,"http://m.sh.lianjia.com/map/pos?pos=121.3749614,31.21917841",1.0,
5011102207839," 5,829 ",云雾山路13号,1986.0,1.0, 21 , -   ," 65,116 ",1.0,31.2208241,121.4140417,http://m.sh.lianjia.com/xiaoqu/5011102207839.html,"http://m.sh.lianjia.com/map/pos?pos=121.4140417,31.2208241",,
5011102207893," 4,028 ",哈密路428弄,1994.0,4.0, 38 , -   ," 57,718 ",3.0,31.218345,121.381316,http://m.sh.lianjia.com/xiaoqu/5011102207893.html,"http://m.sh.lianjia.com/map/pos?pos=121.381316,31.218345",,
5011102207968," 5,006 ",平和公寓,1997.0,2.0, 70 ," 44,395 "," 61,396 ",3.0,31.22778971,121.3713813,http://m.sh.lianjia.com/xiaoqu/5011102207968.html,"http://m.sh.lianjia.com/map/pos?pos=121.3713813,31.22778971",,
509821540057258," 4,935 ",清池路102号,1996.0,1.0, 29 , -   ," 54,258 ",2.0,31.22738365,121.3737367,http://m.sh.lianjia.com/xiaoqu/509821540057258.html,"http://m.sh.lianjia.com/map/pos?pos=121.373736713,31.2273836493",1.0,
509821540057708," 2,921 ",青南小区,1985.0,11.0, 196 ," 63,462 "," 63,475 ",1.0,31.15906119,121.3578343,http://m.sh.lianjia.com/xiaoqu/509821540057708.html,"http://m.sh.lianjia.com/map/pos?pos=121.35783429,31.1590611882",3.0,
509821540057784," 2,413 ",梧柏小区,1995.0,18.0, 432 ," 47,631 "," 51,014 ",6.0,31.178135,121.355918,http://m.sh.lianjia.com/xiaoqu/509821540057784.html,"http://m.sh.lianjia.com/map/pos?pos=121.355918,31.178135",1.0,
509821540057843," 2,741 ",青年路280号,1992.0,1.0, 20 , -   ," 75,082 ",1.0,31.16001447,121.3592403,http://m.sh.lianjia.com/xiaoqu/509821540057843.html,"http://m.sh.lianjia.com/map/pos?pos=121.359240347,31.1600144658",,
509821540057951," 5,773 ",玉屏南路203号,1969.0,1.0, 48 , -   ," 68,956 ",1.0,31.2186995,121.415288,http://m.sh.lianjia.com/xiaoqu/509821540057951.html,"http://m.sh.lianjia.com/map/pos?pos=121.415287994,31.2186995008",,
509821540057967," 2,690 ",青年路237号,1994.0,1.0, 10 , -   ," 64,396 ",1.0,31.15989269,121.3599735,http://m.sh.lianjia.com/xiaoqu/509821540057967.html,"http://m.sh.lianjia.com/map/pos?pos=121.35997347,31.1598926906",,
509821540319550," 4,220 ",茅台雅苑,1995.0,3.0, 573 ," 66,342 "," 71,448 ",6.0,31.21531306,121.3961814,http://m.sh.lianjia.com/xiaoqu/509821540319550.html,"http://m.sh.lianjia.com/map/pos?pos=121.396181429,31.215313055",12.0,
509977363956129," 3,962 ",哈密路432号,1994.0,1.0, 14 , -   ," 60,939 ",1.0,31.21770378,121.3810812,http://m.sh.lianjia.com/xiaoqu/509977363956129.html,"http://m.sh.lianjia.com/map/pos?pos=121.381081178,31.2177037827",,
509977363956130," 1,802 ",虹桥路2349号,1991.0,1.0, 24 , -   ," 62,781 ",1.0,31.19623085,121.3768214,http://m.sh.lianjia.com/xiaoqu/509977363956130.html,"http://m.sh.lianjia.com/map/pos?pos=121.376821404,31.1962308511",,
509977363956283," 2,301 ",永兴小区,1995.0,62.0, 751 ," 48,488 "," 49,837 ",6.0,31.182796,121.357349,http://m.sh.lianjia.com/xiaoqu/509977363956283.html,"http://m.sh.lianjia.com/map/pos?pos=121.357349,31.182796",1.0,
5010022184563010," 2,463 ",航华三村四街坊,2001.0,57.0, 714 ," 48,529 "," 52,488 ",9.0,31.171179,121.356406,http://m.sh.lianjia.com/xiaoqu/5010022184563010.html,"http://m.sh.lianjia.com/map/pos?pos=121.356406,31.171179",,
5010022188232030," 2,603 ",航华三村三街坊,1997.0,59.0, 788 ," 47,529 "," 48,938 ",15.0,31.172917,121.35469,http://m.sh.lianjia.com/xiaoqu/5010022188232030.html,"http://m.sh.lianjia.com/map/pos?pos=121.35469,31.172917",,
5010023985492530," 6,608 ",绿梅公寓（罗阳路111弄）,2000.0,25.0, 198 ," 29,156 "," 55,768 ",4.0,31.131942,121.42072,http://m.sh.lianjia.com/xiaoqu/5010023985492530.html,"http://m.sh.lianjia.com/map/pos?pos=121.42072,31.131942",,
5010027706626890," 3,846 ",富丽公寓（东区）,1995.0,22.0, 300 ," 49,798 "," 58,030 ",15.0,31.140555,121.370877,http://m.sh.lianjia.com/xiaoqu/5010027706626890.html,"http://m.sh.lianjia.com/map/pos?pos=121.370877,31.140555",,
5010028220953560," 3,484 ",虹康景博苑,2002.0,18.0, 112 , -   ," 68,849 ",2.0,31.21306,121.378926,http://m.sh.lianjia.com/xiaoqu/5010028220953560.html,"http://m.sh.lianjia.com/map/pos?pos=121.378926,31.21306",,
5010751479394630," 6,024 ",万航渡路2544号,1987.0,1.0, 18 ," 56,969 "," 77,027 ",1.0,31.225081,121.412289,http://m.sh.lianjia.com/xiaoqu/5010751479394630.html,"http://m.sh.lianjia.com/map/pos?pos=121.412289,31.225081",1.0,
5011247831756610," 4,291 ",虹福小区,1999.0,22.0, 261 ," 61,459 "," 68,212 ",3.0,31.220383,121.370522,http://m.sh.lianjia.com/xiaoqu/5011247831756610.html,"http://m.sh.lianjia.com/map/pos?pos=121.370522,31.220383",,
5011859701543000," 2,606 ",青年路188号,1993.0,1.0, 12 ," 47,694 "," 61,159 ",2.0,31.160566,121.360453,http://m.sh.lianjia.com/xiaoqu/5011859701543000.html,"http://m.sh.lianjia.com/map/pos?pos=121.360453,31.160566",,
5011860572648190," 1,783 ",虹桥中华园,2002.0,208.0, 246 ," 65,277 "," 83,606 ",5.0,31.193745,121.369843,http://m.sh.lianjia.com/xiaoqu/5011860572648190.html,"http://m.sh.lianjia.com/map/pos?pos=121.369843,31.193745",,
5011882222596580," 2,612 ",永兆豪庭,2008.0,12.0, 560 ," 65,870 "," 57,692 ",1.0,31.179649,121.401563,http://m.sh.lianjia.com/xiaoqu/5011882222596580.html,"http://m.sh.lianjia.com/map/pos?pos=121.401563,31.179649",,
5011922901315620," 5,931 ",遵义路740号,1990.0,1.0, 30 , -   ," 77,419 ",1.0,31.22097,121.415254,http://m.sh.lianjia.com/xiaoqu/5011922901315620.html,"http://m.sh.lianjia.com/map/pos?pos=121.415254,31.22097",,
5012494008234890," 4,525 ",天山西路361号,1992.0,1.0, 12 , -   ," 60,532 ",1.0,31.223196,121.373164,http://m.sh.lianjia.com/xiaoqu/5012494008234890.html,"http://m.sh.lianjia.com/map/pos?pos=121.373164,31.223196",,
5012496206049740," 5,355 ",安顺路271号,1980.0,1.0, 24 , -   ," 78,917 ",1.0,31.205673,121.419669,http://m.sh.lianjia.com/xiaoqu/5012496206049740.html,"http://m.sh.lianjia.com/map/pos?pos=121.419669,31.205673",,
5014057156414830," 2,236 ",吴中路918号,,1.0, 28 , -   ," 57,593 ",1.0,31.184427,121.397387,http://m.sh.lianjia.com/xiaoqu/5014057156414830.html,"http://m.sh.lianjia.com/map/pos?pos=121.397387,31.184427",,
